"","Protein_name","Airradians.TranscriptID","baseMeanNAIVE_control","baseMeanHABITUATED_control","baseMeanNAIVE_response","baseMeanHABITUATED_response","ControlRatio","ResponseRatio","Frontloaded_criteria","Cvirginica_TranscriptID","moduleColor","Cvirginica_ProteinID","Cvirginica_GeneID","Cvirginica_KEGGID"
"383",NA,"rna-XM_069284706.1",14.19144491508,14.5568047006293,14.2116827230664,14.5296998183842,1.02574507301657,0.996716617700257,"costly activation",NA,"brown",NA,NA,NA
"384",NA,"rna-XM_069284832.1",12.4392344037685,12.5189553436136,12.5431445657991,12.5156846994289,1.00640883009818,0.991456689498368,"costly activation",NA,"brown",NA,NA,NA
"385",NA,"rna-XM_069285358.1",11.6153502325839,11.733689845654,11.8035192732728,11.7381460972332,1.01018820876689,0.984431953878765,"costly activation","XM_022441220.1","brown",NA,NA,NA
"386",NA,"rna-XM_069285366.1",11.5059453131806,11.9313997466514,11.5582822209818,11.8735266768815,1.03697692122553,0.990643391867402,"costly activation","XM_022444849.1","brown",NA,NA,NA
"387",NA,"rna-XM_069285401.1",11.6929354162081,11.7270332428407,11.7590317775483,11.6888712687778,1.00291610493164,0.991143201530049,"costly activation",NA,"brown",NA,NA,NA
"388",NA,"rna-XM_069285518.1",11.5143649714417,11.61287008112,11.5784018758331,11.5826847591229,1.0085549754522,0.991884356480303,"costly activation","XM_022443482.1","brown",NA,NA,NA
"389",NA,"rna-XM_069285727.1",11.6133941575436,11.7407730657585,11.6784966546231,11.7739971174733,1.01096827563819,0.997239464694491,"costly activation",NA,"brown",NA,NA,NA
"390",NA,"rna-XM_069285754.1",11.2002619340726,11.3548130942811,11.3089606353108,11.2362664275573,1.01379888801871,0.9800484033667,"costly activation",NA,"brown",NA,NA,NA
"391",NA,"rna-XM_069285863.1",11.3724463036194,11.5457370211809,11.5323283153249,11.5487044018716,1.01523776968781,0.986389637518739,"costly activation","XM_022446714.1","brown",NA,NA,NA
"392",NA,"rna-XM_069285994.1",11.4050091564255,11.4702454617714,11.4538216986649,11.4162553133843,1.00571996957225,0.991051403826344,"costly activation",NA,"brown",NA,NA,NA
"393",NA,"rna-XM_069286051.1",11.8338735888459,11.9516023606355,11.9991641770425,12.0264653076467,1.00994845609138,0.992402381178576,"costly activation",NA,"brown",NA,NA,NA
"394",NA,"rna-XM_069286405.1",13.1452697380662,13.4408265462762,13.1720047924146,13.4363321285342,1.022483890715,0.997636605614357,"costly activation","XM_022441401.1","brown",NA,NA,NA
"395",NA,"rna-XM_069286430.1",11.943891463124,12.0673240666941,12.0541899850287,12.130182390449,1.01033437083309,0.996011083707453,"costly activation","XM_022472509.1","brown",NA,NA,NA
"396",NA,"rna-XR_011205651.1",11.5843746569341,11.6465705603244,11.630023547525,11.6517091955848,1.00536894784848,0.996514392520677,"costly activation",NA,"red",NA,NA,NA
"397",NA,"rna-XR_011206037.1",11.2041527826365,11.3484295387228,11.2351382410943,11.2260074437203,1.01287707860517,0.986484264536038,"costly activation",NA,"brown",NA,NA,NA
"398",NA,"rna-XR_011206165.1",11.3123378515339,11.4385790156087,11.2921178046428,11.4082189989099,1.01115959987507,0.999131703764862,"costly activation",NA,"red",NA,NA,NA
"399",NA,"rna-XR_011206237.1",11.3433261117049,11.473513933896,11.395040056498,11.4677151045819,1.01147704129363,0.994958598163062,"costly activation",NA,"red",NA,NA,NA
"400",NA,"rna-XR_011206321.1",11.2245372716503,11.5632404086469,11.3255943281425,11.5139433794294,1.03017524275607,0.986851894572448,"costly activation",NA,"red",NA,NA,NA
"401",NA,"rna-XR_011206373.1",14.0956582021841,14.2773836088636,14.2121152763519,14.3138194873575,1.01289229662588,0.994336876862466,"costly activation",NA,"red",NA,NA,NA
"402",NA,"rna-XR_011206392.1",11.3690997523777,11.3997451368741,11.3974187321851,11.3594486653644,1.00269549789902,0.993989242137379,"costly activation",NA,"red",NA,NA,NA
"403",NA,"rna-XR_011206397.1",11.8741395784722,11.9616169686337,11.9477792974522,11.9707678757921,1.00736705085732,0.994596842442964,"costly activation",NA,"brown",NA,NA,NA
"404",NA,"rna-XR_011206402.1",11.3194869290027,11.3627588237075,11.328416313636,11.3613570416404,1.00382277880404,0.999088502036043,"costly activation",NA,"brown",NA,NA,NA
"405",NA,"rna-XR_011206724.1",11.2124206822895,11.3156032099355,11.2596486944659,11.3360458547199,1.00920252018451,0.997604563290753,"costly activation",NA,"red",NA,NA,NA
"406",NA,"rna-XR_011207377.1",11.4594955837965,11.5388134794035,11.5389395700837,11.5982946113044,1.00692158699544,0.998234523368778,"costly activation",NA,"brown",NA,NA,NA
"407",NA,"rna-XR_011207457.1",11.3747875494737,11.441889201218,11.4191852438143,11.4770628286042,1.00589915648556,0.999174166578453,"costly activation",NA,"red",NA,NA,NA
"408",NA,"rna-XR_011207518.1",12.9690570489515,13.4481281954613,13.087418166387,13.532222524749,1.03693955117181,0.997152797215807,"costly activation",NA,"brown",NA,NA,NA
"409",NA,"rna-XR_011207809.1",11.6195353397919,11.8277185750088,11.5404344318968,11.6968975206563,1.01791665751934,0.995717879947287,"costly activation",NA,"brown",NA,NA,NA
"410",NA,"rna-XR_011207963.1",11.3635888475561,11.486922275215,11.3934619007314,11.4714121609888,1.0108533870165,0.996031352196889,"costly activation","XR_002639109.1","brown",NA,NA,NA
"411",NA,"rna-XR_011208230.1",12.0290301472094,12.0427256580107,12.0668086526916,12.0501717486668,1.00113853823905,0.997485591781793,"costly activation",NA,"brown",NA,NA,NA
"412",NA,"rna-XR_011208577.1",13.966122495665,14.1085485941044,14.1123945402762,14.1922472422889,1.0101979700152,0.995506195927194,"costly activation",NA,"brown",NA,NA,NA
"413",NA,"rna-XR_011208726.1",11.3735814084188,11.3909558524675,11.41553051881,11.3977586606818,1.00152761416345,0.996920276430931,"costly activation",NA,"brown",NA,NA,NA
"414",NA,"rna-XR_011208789.1",11.6040992596929,11.6668323827809,11.6271757239731,11.6194241104588,1.00540611741455,0.993959855626858,"costly activation",NA,"red",NA,NA,NA
"415",NA,"rna-XR_011208824.1",11.2960323673528,11.3358207641523,11.3135457633429,11.3182465410322,1.00352233381648,0.996904071027976,"costly activation",NA,"red",NA,NA,NA
"416",NA,"rna-XR_011209042.1",12.3688882616448,12.4710314802079,12.3319336935048,12.410710422267,1.00825807594041,0.998145267851465,"costly activation",NA,"red",NA,NA,NA
"417",NA,"rna-XR_011209127.1",11.3859620253418,11.4502216866242,11.3779482180245,11.3914550128172,1.00564376212914,0.995568351891779,"costly activation",NA,"brown",NA,NA,NA
"418",NA,"rna-XR_011209144.1",11.1448487377916,11.4459503062355,11.467683481798,11.4948028637084,1.02701710678431,0.975996257559278,"costly activation","XM_022470396.1","brown",NA,NA,NA
"419",NA,"rna-XR_011209489.1",11.2893678767124,11.3543777791148,11.3415516366325,11.3591362552308,1.00575850686348,0.99581604615027,"costly activation",NA,"brown",NA,NA,NA
"420",NA,"rna-XR_011209966.1",12.0502042389788,12.1684117684018,12.0743188878325,12.1344055539901,1.00980958721352,0.995213765891253,"costly activation",NA,"brown",NA,NA,NA
"421",NA,"rna-XR_011210348.1",12.1642489754636,12.2187765770195,12.1349514478223,12.1829038110855,1.00448261143503,0.999471349164173,"costly activation",NA,"red",NA,NA,NA
"422",NA,"rna-XR_011210388.1",11.6291630037076,11.6654409468958,11.6743075701097,11.7099199719575,1.0031195661439,0.99993114237515,"costly activation",NA,"red",NA,NA,NA
"423",NA,"rna-XR_011210392.1",11.287960710944,11.4053050247361,11.2777756365464,11.3790402893316,1.01039552819122,0.998598177968091,"costly activation",NA,"brown",NA,NA,NA
"424",NA,"rna-XR_011210403.1",11.3314919834534,11.4935800588266,11.4243007467026,11.4354684845183,1.01430421303831,0.986861268527183,"costly activation",NA,"brown",NA,NA,NA
"425","neo-calmodulin-like","rna-XM_069254849.1",11.9401150702769,12.0298434950047,11.967242477831,12.0424847131792,1.00751487102089,0.998781634285061,"costly activation","XM_022475826.1","brown","neo-calmodulin-like","LOC111129441","cvn:111129441"
"426","netrin receptor UNC5C-like","rna-XM_069267894.1",11.4603643357024,11.8526960666269,11.6353530124679,11.6496994337376,1.03423379217555,0.968091557479108,"costly activation","XM_022458364.1","brown","netrin receptor UNC5C-like","LOC111118753","cvn:111118753"
"427","neuronal acetylcholine receptor subunit alpha-10-like","rna-XM_069276097.1",11.4735387125271,11.5163622763601,11.6255862730552,11.5414335381261,1.00373237628825,0.989069839300945,"costly activation","XM_022434449.1","brown","neuronal acetylcholine receptor subunit alpha-10-like","LOC111101827","cvn:111101827"
"428","neuronal acetylcholine receptor subunit alpha-9-like","rna-XM_069281143.1",11.5494895529891,11.6806259421313,11.5489888305548,11.6467765061792,1.01135430172395,0.997145317899687,"costly activation","XM_022477967.1","brown","neuronal acetylcholine receptor subunit alpha-9-like","LOC111130744","cvn:111130744"
"429","neuronal PAS domain-containing protein 4-like","rna-XM_069259348.1",12.1833765010688,12.3392774926679,12.1743905352062,12.2447926016811,1.01279620568119,0.993075205486637,"costly activation","XM_022476303.1","brown","neuronal PAS domain-containing protein 4-like","LOC111129828","cvn:111129828"
"430","NF-kappa-B inhibitor alpha-like","rna-XM_069256604.1",13.2366366523533,13.4541151597725,13.3442409067088,13.4615298249725,1.01643004285235,0.992482941224129,"costly activation","XM_022488803.1","brown","NF-kappa-B inhibitor alpha-like","LOC111137365","cvn:111137365"
"431","NF-kappa-B inhibitor alpha-like","rna-XM_069260479.1",12.4807050430314,12.7348898729911,12.5815746161463,12.677672063958,1.02036622362946,0.987525779918932,"costly activation","XM_022478643.1","brown","NF-kappa-B inhibitor alpha-like","LOC111131219","cvn:111131219"
"432","nitrile-specifier protein 5-like","rna-XM_069247901.1",11.3117923047908,11.5155705474961,11.2552238796232,11.3860417824083,1.01801467329091,0.993721296510771,"costly activation","XM_022476241.1","brown","nitrile-specifier protein 5-like","LOC111129781","cvn:111129781"
"433","nuclear factor of activated T-cells 5-like","rna-XM_069256271.1",12.6375122791116,12.945331939597,12.7772153208636,12.8991895196303,1.02435761514505,0.985540803468702,"costly activation","XM_022486488.1","brown","nuclear factor of activated T-cells 5-like","LOC111135975","cvn:111135975"
"434","nuclear receptor subfamily 0 group B member 1-like","rna-XM_069258337.1",12.4419156041158,12.5391477434666,12.5067748566468,12.589869312588,1.00781488497789,0.998838150271699,"costly activation","XM_022485360.1","brown","nuclear receptor subfamily 0 group B member 1-like","LOC111135365","cvn:111135365"
"435","PDZ and LIM domain protein 3-like","rna-XM_069268959.1",11.2339803753317,11.405419117176,11.3687106700172,11.1548790401711,1.01526073004549,0.966442595868661,"costly activation","XM_022457833.1","brown","PDZ and LIM domain protein 3-like","LOC111118386","cvn:111118386"
"436","phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like","rna-XM_069247214.1",11.7239301747805,11.8644339460515,11.8323265927422,11.8853136756568,1.0119843575641,0.992582696692814,"costly activation","XM_022451215.1","brown","phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like","LOC111113173","cvn:111113173"
"437","PIN2/TERF1-interacting telomerase inhibitor 1-like","rna-XM_069277271.1",11.6122533029534,11.6523092632477,11.6191986034516,11.6055031479691,1.00344945629838,0.995387761499199,"costly activation","XM_022473095.1","red","PIN2/TERF1-interacting telomerase inhibitor 1-like","LOC111127822","cvn:111127822"
"438","pleckstrin homology-like domain family B member 2","rna-XM_069259556.1",11.7452405782888,11.8504782055241,11.7696118378532,11.8035184605288,1.00896002312885,0.993974824176121,"costly activation","XM_022464770.1","brown","pleckstrin homology-like domain family B member 2","LOC111122811","cvn:111122811"
"439","poly [ADP-ribose] polymerase 4-like","rna-XM_069285829.1",11.7062436397869,11.8159501770461,11.7103815304895,11.7844144592737,1.00937162600019,0.99697867986504,"costly activation","XM_022432041.1","brown","poly [ADP-ribose] polymerase 4-like","LOC111100311","cvn:111100311"
"440","polyadenylate-binding protein 4-like","rna-XM_069249950.1",14.0093111978381,14.0776209989475,14.0484135719835,14.0592339494955,1.00487602853165,0.995914114959079,"costly activation","XM_022490113.1","brown","polyadenylate-binding protein 4-like","LOC111138235","cvn:111138235"
"441","prickle-like protein 3","rna-XM_069272807.1",11.530599530097,11.654870213213,11.6080997163814,11.6692309673814,1.01077746935809,0.994547552486684,"costly activation","XM_022436582.1","brown","prickle-like protein 3","LOC111103366","cvn:111103366"
"442","PRKC apoptosis WT1 regulator protein-like","rna-XM_069246299.1",12.0183328735987,12.080976473685,12.0182794123479,12.0800129772781,1.00521233691438,0.999924694783819,"costly activation","XM_022437972.1","brown","PRKC apoptosis WT1 regulator protein-like","LOC111104168","cvn:111104168"
"443","probable ATP-dependent RNA helicase DDX28","rna-XM_069261903.1",11.2587991708955,11.4077326138622,11.3910884868143,11.3284162778127,1.01322818186079,0.981514484831887,"costly activation","XM_022473115.1","brown","probable ATP-dependent RNA helicase DDX28","LOC111127844","cvn:111127844"
"444","probable E3 ubiquitin-protein ligase hulA","rna-XM_069253740.1",11.156685260413,11.5069976706378,11.3226903878153,11.2356181285906,1.03139932713418,0.962100619882694,"costly activation","XM_022486311.1","brown","probable E3 ubiquitin-protein ligase hulA","LOC111135875","cvn:111135875"
"445","probable E3 ubiquitin-protein ligase MID2","rna-XM_069286092.1",11.2783259651916,11.6381697213726,11.4405256783616,11.3744846502561,1.03190577726621,0.963486657421258,"costly activation","XM_022461563.1","brown","probable E3 ubiquitin-protein ligase MID2","LOC111120667","cvn:111120667"
"446","probable flavin-containing monoamine oxidase A","rna-XM_069246746.1",11.3458727700863,11.5647416169344,11.4273089071154,11.3917203994144,1.01929061353703,0.978019073553476,"costly activation","XM_022458910.1","brown","probable flavin-containing monoamine oxidase A","LOC111119088","cvn:111119088"
"447","probable tRNA N6-adenosine threonylcarbamoyltransferase","rna-XM_069257877.1",11.6912376275187,11.7651694555819,11.7690786230196,11.7732388300618,1.00632369561023,0.994067307147314,"costly activation","XM_022484349.1","brown","probable tRNA N6-adenosine threonylcarbamoyltransferase","LOC111134863","cvn:111134863"
"448","prolyl 4-hydroxylase subunit alpha-1-like","rna-XM_069267688.1",11.3709967495969,11.6509097880751,11.4719135940589,11.6326177332902,1.0246164029981,0.989646937996396,"costly activation","XM_022461212.1","brown","prolyl 4-hydroxylase subunit alpha-1-like","LOC111120480","cvn:111120480"
"449","protein arginine N-methyltransferase 5-like","rna-XM_069256506.1",11.6164037549944,11.6361996167469,11.6175822387404,11.6175605601083,1.00170412996741,0.998296906306336,"costly activation","XM_022489227.1","brown","protein arginine N-methyltransferase 5-like","LOC111137661","cvn:111137661"
"450","protein CREBRF homolog","rna-XM_069283871.1",11.287515849722,11.4548532593374,11.3405478804892,11.4686237264917,1.01482499886098,0.996520209700682,"costly activation","XM_022483659.1","brown","protein CREBRF homolog","LOC111134536","cvn:111134536"
"451","protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha-like","rna-XM_069284354.1",11.7940883969035,11.8943945923252,11.8389312347351,11.9164683795421,1.0085047857915,0.998061041167622,"costly activation","XM_022488620.1","brown","protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha-like","LOC111137241","cvn:111137241"
"452","protein glass-like","rna-XM_069248059.1",11.2766735407064,11.2846062666391,11.3105716512068,11.2888580658203,1.00070346329563,0.997378620540529,"costly activation","XM_022480375.1","brown","protein glass-like","LOC111132552","cvn:111132552"
"453","protein kintoun-like","rna-XM_069259924.1",12.1372947996628,12.1812940332478,12.2433594517299,12.2241582409372,1.0036251268764,0.994825336007526,"costly activation","XM_022475319.1","brown","protein kintoun-like","LOC111129160","cvn:111129160"
"454","protein numb-like","rna-XM_069261762.1",11.2015752601358,11.4331604348578,11.3263915876704,11.4361459764253,1.02067433993379,0.98923829722219,"costly activation","XM_022475258.1","brown","protein numb-like","LOC111129125","cvn:111129125"
"455","protein phosphatase 1 regulatory subunit 16A-like","rna-XM_069257885.1",11.5211497247561,11.8364281649916,11.4899282929128,11.6008277512821,1.02736518904516,0.982758511826879,"costly activation","XM_022483131.1","brown","protein phosphatase 1 regulatory subunit 16A-like","LOC111134243","cvn:111134243"
"456","protein phosphatase 1 regulatory subunit 27-like","rna-XM_069258808.1",11.6292868879732,11.8542029332713,11.6358195475449,11.7335801694846,1.01934048471456,0.989268758979736,"costly activation","XM_022477838.1","brown","protein phosphatase 1 regulatory subunit 27-like","LOC111130660","cvn:111130660"
"457","protein S-acyltransferase 24-like","rna-XM_069267468.1",11.3238063765587,11.527822792417,11.4891514273639,11.2410080547312,1.01801659345577,0.961086437189923,"costly activation","XM_022461556.1","brown","protein S-acyltransferase 24-like","LOC111120663","cvn:111120663"
"458","protein SYS1 homolog","rna-XM_069256337.1",11.4585848409071,11.5125679697127,11.46552597395,11.4927731338761,1.00471115146898,0.997676238337835,"costly activation","XM_022482424.1","red","protein SYS1 homolog","LOC111133777","cvn:111133777"
"459","protein Wnt-8b-like","rna-XM_069266807.1",11.3171810644289,11.7764795579222,11.7105344173762,11.7614000824801,1.04058417824001,0.96517283549226,"costly activation","XM_022462555.1","brown","protein Wnt-8b-like","LOC111121327","cvn:111121327"
"460","protein zer-1 homolog","rna-XM_069264211.1",11.2941458208496,11.3879782778972,11.3564601804984,11.3935209706887,1.00830806140951,0.994996914922388,"costly activation","XM_022472531.1","brown","protein zer-1 homolog","LOC111127376","cvn:111127376"
"461","protein zer-1 homolog","rna-XM_069280935.1",11.3488943937816,11.5353101623862,11.4239416353314,11.4785825773362,1.0164258968439,0.988545277309278,"costly activation","XM_022472531.1","brown","protein zer-1 homolog","LOC111127376","cvn:111127376"
"462","PTB domain-containing engulfment adapter protein 1-like","rna-XM_069263601.1",11.6820392720095,12.0635172498312,12.0341343853104,12.1997176876932,1.03265508435122,0.981701910581921,"costly activation","XM_022486977.1","red","PTB domain-containing engulfment adapter protein 1-like","LOC111136229","cvn:111136229"
"463","pyridoxal 5'-phosphate synthase subunit PdxT-like","rna-XM_069276007.1",11.3908115932448,11.4840788038821,11.5192526936654,11.5899927911414,1.00818793374588,0.997969721869225,"costly activation","XM_022448367.1","brown","pyridoxal 5'-phosphate synthase subunit PdxT-like","LOC111111394","cvn:111111394"
"464","ragulator complex protein LAMTOR5 homolog","rna-XM_069245300.1",11.5532489986909,11.572369840878,11.5648088910713,11.5346134597059,1.00165501861764,0.995741054629642,"costly activation","XM_022446339.1","red","ragulator complex protein LAMTOR5 homolog","LOC111110025","cvn:111110025"
"465","ral guanine nucleotide dissociation stimulator-like","rna-XM_069265939.1",11.8832263608485,12.0370398591543,11.9829086816079,12.0895471379248,1.01294374891423,0.996007146544937,"costly activation","XM_022470267.1","brown","ral guanine nucleotide dissociation stimulator-like","LOC111125960","cvn:111125960"
"466","ranBP-type and C3HC4-type zinc finger-containing protein 1-like","rna-XM_069256648.1",11.7719454607399,11.8447814574746,11.7456238732323,11.7890642561778,1.00618725230911,0.997526483260894,"costly activation","XM_022484027.1","brown","ranBP-type and C3HC4-type zinc finger-containing protein 1-like","LOC111134716","cvn:111134716"
"467","ras-related protein Rab-8A-like","rna-XM_069245651.1",12.1034866425569,12.2035688729749,12.2182105381356,12.2082851112106,1.00826887601678,0.990993252640076,"costly activation","XM_022450973.1","brown","ras-related protein Rab-8A-like","LOC111113034","cvn:111113034"
"468","rho-related GTP-binding protein RhoU-like","rna-XM_069261121.1",12.2445593546379,12.4082871375083,12.3615176893142,12.429137780011,1.01337147202511,0.992202994846322,"costly activation","XM_022476327.1","brown","rho-related GTP-binding protein RhoU-like","LOC111129843","cvn:111129843"
"469","rho-related protein racA-like","rna-XM_069265844.1",11.3765192849667,11.6083413647053,11.4679066557032,11.5968490717439,1.02037724139798,0.991048919194966,"costly activation","XM_022453020.1","brown","rho-related protein racA-like","LOC111114627","cvn:111114627"
"470","rhophilin-2-like","rna-XM_069258088.1",11.6336153429371,11.6902263995147,11.6547297636503,11.6612258597168,1.00486616197191,0.995712082253775,"costly activation","XM_022486773.1","brown","rhophilin-2-like","LOC111136139","cvn:111136139"
"471","ribosomal protein S6 kinase beta-1-like","rna-XM_069279943.1",11.9229163555485,11.9544303186657,11.9457864618549,11.9587314129495,1.0026431421791,0.998444610531368,"costly activation","XM_022485346.1","brown","ribosomal protein S6 kinase beta-1-like","LOC111135361","cvn:111135361"
"472","ribosomal RNA small subunit methyltransferase NEP1-like","rna-XM_069278394.1",11.3894867071488,11.3963031765716,11.3916776722627,11.3739293849453,1.00059848785095,0.997844797314912,"costly activation","XM_022490021.1","red","ribosomal RNA small subunit methyltransferase NEP1-like","LOC111138173","cvn:111138173"
"473","RNA-binding motif, single-stranded-interacting protein 3-like","rna-XM_069255270.1",11.5596199789608,11.9267272099471,11.7327366435951,11.8248549540664,1.03175772487802,0.976829508851424,"costly activation","XM_022450124.1","red","RNA-binding motif, single-stranded-interacting protein 3-like","LOC111112585","cvn:111112585"
"474","RNA-binding protein 25-like","rna-XM_069266649.1",11.8163307280122,11.8807829633067,11.8598196500561,11.8556655641077,1.00545450502174,0.99422671983953,"costly activation","XM_022434018.1","red","RNA-binding protein 25-like","LOC111101471","cvn:111101471"
"475","RNA-binding protein Musashi homolog Rbp6-like","rna-XM_069279611.1",12.000314791854,12.7957938397618,12.578607475054,12.8709259745957,1.06628818174402,0.959627382759443,"costly activation","XM_022485497.1","red","RNA-binding protein Musashi homolog Rbp6-like","LOC111135433","cvn:111135433"
"476","sal-like protein 3","rna-XM_069257925.1",11.3120787711625,11.79045816476,11.478623472751,11.4668676882377,1.04228925587197,0.958443971794801,"costly activation","XM_022485209.1","brown","sal-like protein 3","LOC111135279","cvn:111135279"
"477","SAM pointed domain-containing Ets transcription factor-like","rna-XM_069276146.1",12.5118999929901,12.8925757016499,12.861537106003,13.1016329538064,1.03042509202225,0.988589805524829,"costly activation","XM_022446630.1","brown","SAM pointed domain-containing Ets transcription factor-like","LOC111110225","cvn:111110225"
"478","serine/threonine-protein kinase pim-3-like","rna-XM_069244984.1",12.6426941565299,12.8742641476137,12.8232842363599,12.9984938510121,1.0183165066098,0.995430585423029,"costly activation","XM_022443471.1","brown","serine/threonine-protein kinase pim-3-like","LOC111107995","cvn:111107995"
"479","serine/threonine-protein kinase PLK1-like","rna-XM_069269918.1",12.27131759371,12.3353448933269,12.3251233562034,12.3296477889071,1.00521763854027,0.995174628759948,"costly activation","XM_022460482.1","brown","serine/threonine-protein kinase PLK1-like","LOC111119907","cvn:111119907"
"480","serine/threonine-protein kinase PLK1-like","rna-XM_069277269.1",11.6386662444188,11.8488302778681,11.8440998348807,11.8610796417246,1.01805739841969,0.98367106849451,"costly activation","XM_022436772.1","red","serine/threonine-protein kinase PLK1-like","LOC111103474","cvn:111103474"
"481","serine/threonine-protein kinase RIO1-like","rna-XM_069269884.1",11.5885241680816,11.6201538597814,11.6235459872035,11.6344614917766,1.0027293977422,0.998214561023646,"costly activation","XM_022463204.1","brown","serine/threonine-protein kinase RIO1-like","LOC111121773","cvn:111121773"
"482","serine/threonine-protein phosphatase 4 regulatory subunit 1-like","rna-XM_069256475.1",11.7559442732006,11.9641870873966,11.8878602357992,11.8614828987722,1.01771383134834,0.980414260639701,"costly activation","XM_022485393.1","brown","serine/threonine-protein phosphatase 4 regulatory subunit 1-like","LOC111135380","cvn:111135380"
"483","serine/threonine-protein phosphatase 4 regulatory subunit 2-A-like","rna-XM_069286341.1",11.9276504234638,11.9280452191646,11.9231228217086,11.9152903568764,1.00003309920117,0.999310009760504,"costly activation","XM_022444172.1","brown","serine/threonine-protein phosphatase 4 regulatory subunit 2-A-like","LOC111108356","cvn:111108356"
"484","signal recognition particle receptor subunit alpha-like","rna-XM_069259267.1",11.6413566953886,11.8150216757503,11.7118237326894,11.8128225975382,1.01491793309885,0.99379825092412,"costly activation","XM_022471937.1","brown","signal recognition particle receptor subunit alpha-like","LOC111126975","cvn:111126975"
"485","sodium-dependent phosphate transport protein 2B-like","rna-XM_069260518.1",12.9987119596782,13.3236370031991,13.1432606231326,13.4396032897798,1.02499671079172,0.997610147076136,"costly activation","XM_022477666.1","brown","sodium-dependent phosphate transport protein 2B-like","LOC111130519","cvn:111130519"
"486","sodium-dependent proline transporter-like","rna-XM_069285751.1",11.7959590177592,11.8726877876482,11.9257018646888,11.8679247146853,1.00650466568877,0.988723922545826,"costly activation","XM_022443787.1","brown","sodium-dependent proline transporter-like","LOC111108163","cvn:111108163"
"487","sodium/glucose cotransporter 4-like","rna-XM_069273429.1",11.8950522549783,12.1013722888294,12.0097396934904,12.0741265692852,1.0173450296332,0.988220507606406,"costly activation","XM_022457883.1","brown","sodium/glucose cotransporter 4-like","LOC111118412","cvn:111118412"
"488","solute carrier family 23 member 1-like","rna-XM_069247553.1",11.3542117933051,11.7101552816755,11.4865368922063,11.8113458283216,1.03134902667398,0.997021699896946,"costly activation","XM_022472561.1","brown","solute carrier family 23 member 1-like","LOC111127402","cvn:111127402"
"489","solute carrier family 25 member 38-like","rna-XM_069268918.1",12.3775096463692,12.6846297275162,12.5137247467322,12.7539341005864,1.02481275231622,0.994518920208645,"costly activation","XM_022462809.1","brown","solute carrier family 25 member 38-like","LOC111121504","cvn:111121504"
"490","solute carrier family 25 member 40-like","rna-XM_069263505.1",11.5108554632513,11.5250641265689,11.5802538493879,11.5505701443721,1.00123437075228,0.996207007724345,"costly activation","XM_022454545.1","brown","solute carrier family 25 member 40-like","LOC111115710","cvn:111115710"
"491","soma ferritin-like","rna-XM_069252893.1",11.3950143057708,11.4715713199066,11.4615323640226,11.517416048393,1.00671846582036,0.998169592003838,"costly activation","XM_022438331.1","red","soma ferritin-like","LOC111104407","cvn:111104407"
"492","spectrin beta chain-like","rna-XM_069260861.1",12.0212638806183,12.535212658738,12.0374044830668,12.3477762676952,1.04275330640968,0.983726390013205,"costly activation","XM_022477682.1","red","spectrin beta chain-like","LOC111130534","cvn:111130534"
"493","spondin-1-like","rna-XM_069269504.1",11.7403551226198,11.8736852266199,11.8694950934634,11.9763521170283,1.01135656482343,0.997672526843875,"costly activation","XM_022438768.1","brown","spondin-1-like","LOC111104689","cvn:111104689"
"494","SPRY domain-containing protein 3-like","rna-XM_069276377.1",11.9102057371274,12.1491511113397,12.2120422009692,12.1938813306879,1.02006223733545,0.978874460225639,"costly activation","XM_022430682.1","red","SPRY domain-containing protein 3-like","LOC111099343","cvn:111099343"
"495","sterol regulatory element-binding protein 1-like","rna-XM_069273402.1",12.9359118796789,13.2488834461387,12.7676791615783,13.0241593682509,1.02419400884691,0.995991219883484,"costly activation","XM_022468925.1","brown","sterol regulatory element-binding protein 1-like","LOC111125304","cvn:111125304"
"496","sulfotransferase family cytosolic 1B member 1-like","rna-XM_069246605.1",11.4052437386501,11.4675676463914,11.4367394776024,11.4539123224825,1.00546449590815,0.996058592658376,"costly activation","XM_022483208.1","brown","sulfotransferase family cytosolic 1B member 1-like","LOC111134301","cvn:111134301"
"497","suppressor of cytokine signaling 2-like","rna-XM_069267757.1",12.6553244735345,12.9943447508493,12.7617406060894,12.9057326048722,1.0267887463513,0.984898893619671,"costly activation","XM_022457159.1","brown","suppressor of cytokine signaling 2-like","LOC111117924","cvn:111117924"
"498","synaptotagmin-1-like","rna-XM_069270764.1",11.5508223145938,12.0359815457398,11.9965463500545,11.8425220522154,1.04200213785066,0.947369406314262,"costly activation","XM_022436591.1","brown","synaptotagmin-1-like","LOC111103370","cvn:111103370"
"499","synaptotagmin-15-like","rna-XM_069269180.1",11.3414089551401,11.506975328818,11.4660854763159,11.6031934001952,1.01459839551971,0.997397292299645,"costly activation","XM_022460273.1","brown","synaptotagmin-15-like","LOC111119786","cvn:111119786"
"500","T-box transcription factor TBX20-like","rna-XM_069257569.1",11.9703808220912,12.1782050481853,12.0336338713877,12.1291767485739,1.01736153838236,0.990738901527446,"costly activation","XM_022486905.1","brown","T-box transcription factor TBX20-like","LOC111136216","cvn:111136216"
