"","Cvirginica_TranscriptID","moduleColor","Airradians_TranscriptID","Protein_name","Cvirginica_ProteinID","Cvirginica_GeneID","Cvirginica_KEGGID"
"34497","XM_022485667.1",NA,NA,NA,"extracellular sulfatase Sulf-1-like","LOC111135504","cvn:111135504"
"34498","XM_022485673.1",NA,NA,NA,"uncharacterized","LOC111135525","cvn:111135525"
"34499","XM_022485674.1",NA,NA,NA,"thymidylate kinase-like","LOC111135526","cvn:111135526"
"34500","XM_022485675.1",NA,NA,NA,"thymidylate kinase-like","LOC111135526","cvn:111135526"
"34501","XM_022485676.1",NA,NA,NA,"extracellular sulfatase Sulf-1-like","LOC111135504","cvn:111135504"
"34502","XM_022485681.1",NA,NA,NA,"two pore calcium channel protein 1-like","LOC111135536","cvn:111135536"
"34503","XM_022485683.1",NA,NA,NA,"notchless protein homolog 1-like","LOC111135538","cvn:111135538"
"34504","XM_022485685.1",NA,NA,NA,"D-glucuronyl C5-epimerase-like","LOC111135541","cvn:111135541"
"34505","XM_022485686.1",NA,NA,NA,"D-glucuronyl C5-epimerase-like","LOC111135541","cvn:111135541"
"34506","XM_022485687.1",NA,NA,NA,"D-glucuronyl C5-epimerase-like","LOC111135541","cvn:111135541"
"34507","XM_022485688.1",NA,NA,NA,"D-glucuronyl C5-epimerase-like","LOC111135541","cvn:111135541"
"34508","XM_022485689.1",NA,NA,NA,"D-glucuronyl C5-epimerase-like","LOC111135541","cvn:111135541"
"34509","XM_022485690.1",NA,NA,NA,"transcription factor RFX4-like","LOC111135542","cvn:111135542"
"34510","XM_022485691.1",NA,NA,NA,"D-glucuronyl C5-epimerase-like","LOC111135541","cvn:111135541"
"34511","XM_022485692.1",NA,NA,NA,"D-glucuronyl C5-epimerase-like","LOC111135541","cvn:111135541"
"34512","XM_022485693.1",NA,NA,NA,"D-glucuronyl C5-epimerase-like","LOC111135541","cvn:111135541"
"34513","XM_022485694.1",NA,NA,NA,"aspartate--tRNA ligase, mitochondrial-like","LOC111135543","cvn:111135543"
"34514","XM_022485695.1",NA,NA,NA,"aspartate--tRNA ligase, mitochondrial-like","LOC111135543","cvn:111135543"
"34515","XM_022485699.1",NA,NA,NA,"DNA replication licensing factor mcm4-A-like","LOC111135545","cvn:111135545"
"34516","XM_022485700.1",NA,NA,NA,"malonyl-CoA-acyl carrier protein transacylase, mitochondrial-like","LOC111135547","cvn:111135547"
"34517","XM_022485701.1",NA,NA,NA,"E3 ubiquitin-protein ligase RNF31-like","LOC111135548","cvn:111135548"
"34518","XM_022485703.1",NA,NA,NA,"solute carrier family 12 member 8-like","LOC111135546","cvn:111135546"
"34519","XM_022485704.1",NA,NA,NA,"RNA-binding protein 39-like","LOC111135550","cvn:111135550"
"34520","XM_022485705.1",NA,NA,NA,"VPS10 domain-containing receptor SorCS1-like","LOC111135551","cvn:111135551"
"34521","XM_022485706.1",NA,NA,NA,"non-canonical poly(A) RNA polymerase PAPD5-like","LOC111135552","cvn:111135552"
"34522","XM_022485707.1",NA,NA,NA,"non-canonical poly(A) RNA polymerase PAPD5-like","LOC111135552","cvn:111135552"
"34523","XM_022485708.1",NA,NA,NA,"long-chain-fatty-acid--CoA ligase 4-like","LOC111135553","cvn:111135553"
"34524","XM_022485709.1",NA,NA,NA,"long-chain-fatty-acid--CoA ligase 4-like","LOC111135553","cvn:111135553"
"34525","XM_022485710.1",NA,NA,NA,"long-chain-fatty-acid--CoA ligase 4-like","LOC111135553","cvn:111135553"
"34526","XM_022485713.1",NA,NA,NA,"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform-like","LOC111135557","cvn:111135557"
"34527","XM_022485714.1",NA,NA,NA,"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform-like","LOC111135557","cvn:111135557"
"34528","XM_022485715.1",NA,NA,NA,"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform-like","LOC111135557","cvn:111135557"
"34529","XM_022485716.1",NA,NA,NA,"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform-like","LOC111135557","cvn:111135557"
"34530","XM_022485717.1",NA,NA,NA,"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform-like","LOC111135557","cvn:111135557"
"34531","XM_022485730.1",NA,NA,NA,"nuclear receptor subfamily 1 group D member 2-like","LOC111135564","cvn:111135564"
"34532","XM_022485738.1",NA,NA,NA,"uncharacterized","LOC111135566","cvn:111135566"
"34533","XM_022485739.1",NA,NA,NA,"uncharacterized","LOC111135566","cvn:111135566"
"34534","XM_022485740.1",NA,NA,NA,"nuclear receptor subfamily 1 group D member 2-like","LOC111135564","cvn:111135564"
"34535","XM_022485741.1",NA,NA,NA,"uncharacterized","LOC111135566","cvn:111135566"
"34536","XM_022485742.1",NA,NA,NA,"uncharacterized","LOC111135568","cvn:111135568"
"34537","XM_022485743.1",NA,NA,NA,"uncharacterized","LOC111135568","cvn:111135568"
"34538","XM_022485744.1",NA,NA,NA,"uncharacterized","LOC111135568","cvn:111135568"
"34539","XM_022485745.1",NA,NA,NA,"centrosomal protein of 104 kDa-like","LOC111135569","cvn:111135569"
"34540","XM_022485746.1",NA,NA,NA,"centrosomal protein of 104 kDa-like","LOC111135569","cvn:111135569"
"34541","XM_022485747.1",NA,NA,NA,"centrosomal protein of 104 kDa-like","LOC111135569","cvn:111135569"
"34542","XM_022485748.1",NA,NA,NA,"centrosomal protein of 104 kDa-like","LOC111135569","cvn:111135569"
"34543","XM_022485749.1",NA,NA,NA,"centrosomal protein of 104 kDa-like","LOC111135569","cvn:111135569"
"34544","XM_022485750.1",NA,NA,NA,"centrosomal protein of 104 kDa-like","LOC111135569","cvn:111135569"
"34545","XM_022485751.1",NA,NA,NA,"centrosomal protein of 104 kDa-like","LOC111135569","cvn:111135569"
"34546","XM_022485752.1",NA,NA,NA,"centrosomal protein of 104 kDa-like","LOC111135569","cvn:111135569"
"34547","XM_022485753.1",NA,NA,NA,"centrosomal protein of 104 kDa-like","LOC111135569","cvn:111135569"
"34548","XM_022485754.1",NA,NA,NA,"retinoic acid receptor alpha-like","LOC111135570","cvn:111135570"
"34549","XM_022485755.1",NA,NA,NA,"piwi-like protein 1","LOC111135571","cvn:111135571"
"34550","XM_022485756.1",NA,NA,NA,"piwi-like protein 1","LOC111135571","cvn:111135571"
"34551","XM_022485757.1",NA,NA,NA,"piwi-like protein 1","LOC111135571","cvn:111135571"
"34552","XM_022485758.1",NA,NA,NA,"piwi-like protein 1","LOC111135571","cvn:111135571"
"34553","XM_022485759.1",NA,NA,NA,"piwi-like protein 1","LOC111135571","cvn:111135571"
"34554","XM_022485760.1",NA,NA,NA,"solute carrier family 23 member 2-like","LOC111135572","cvn:111135572"
"34555","XM_022485761.1",NA,NA,NA,"solute carrier family 23 member 2-like","LOC111135572","cvn:111135572"
"34556","XM_022485763.1",NA,NA,NA,"ran-binding protein 9-like","LOC111135575","cvn:111135575"
"34557","XM_022485764.1",NA,NA,NA,"uncharacterized","LOC111135576","cvn:111135576"
"34558","XM_022485765.1",NA,NA,NA,"uncharacterized","LOC111135576","cvn:111135576"
"34559","XM_022485770.1",NA,NA,NA,"nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1-like","LOC111135578","cvn:111135578"
"34560","XM_022485771.1",NA,NA,NA,"nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1-like","LOC111135578","cvn:111135578"
"34561","XM_022485772.1",NA,NA,NA,"nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1-like","LOC111135578","cvn:111135578"
"34562","XM_022485773.1",NA,NA,NA,"nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1-like","LOC111135578","cvn:111135578"
"34563","XM_022485776.1",NA,NA,NA,"ATP-dependent DNA helicase RecQ-like","LOC111135581","cvn:111135581"
"34564","XM_022485777.1",NA,NA,NA,"transcription factor HES-1-B-like","LOC111135582","cvn:111135582"
"34565","XM_022485781.1",NA,NA,NA,"serine/threonine-protein phosphatase 4 catalytic subunit","LOC111135584","cvn:111135584"
"34566","XM_022485782.1",NA,NA,NA,"serine/threonine-protein phosphatase 4 catalytic subunit","LOC111135584","cvn:111135584"
"34567","XM_022485783.1",NA,NA,NA,"von Willebrand factor A domain-containing protein 8-like","LOC111135585","cvn:111135585"
"34568","XM_022485784.1",NA,NA,NA,"clathrin light chain B-like","LOC111135567","cvn:111135567"
"34569","XM_022485786.1",NA,NA,NA,"phosphatidylinositide phosphatase SAC2-like","LOC111135587","cvn:111135587"
"34570","XM_022485788.1",NA,NA,NA,"exocyst complex component 4-like","LOC111135588","cvn:111135588"
"34571","XM_022485789.1",NA,NA,NA,"exocyst complex component 4-like","LOC111135588","cvn:111135588"
"34572","XM_022485790.1",NA,NA,NA,"exocyst complex component 4-like","LOC111135588","cvn:111135588"
"34573","XM_022485791.1",NA,NA,NA,"exocyst complex component 4-like","LOC111135588","cvn:111135588"
"34574","XM_022485792.1",NA,NA,NA,"exocyst complex component 4-like","LOC111135588","cvn:111135588"
"34575","XM_022485793.1",NA,NA,NA,"exocyst complex component 4-like","LOC111135588","cvn:111135588"
"34576","XM_022485794.1",NA,NA,NA,"serine incorporator 3-like","LOC111135589","cvn:111135589"
"34577","XM_022485795.1",NA,NA,NA,"exocyst complex component 4-like","LOC111135588","cvn:111135588"
"34578","XM_022485796.1",NA,NA,NA,"exocyst complex component 4-like","LOC111135588","cvn:111135588"
"34579","XM_022485797.1",NA,NA,NA,"exocyst complex component 4-like","LOC111135588","cvn:111135588"
"34580","XM_022485801.1",NA,NA,NA,"UV-stimulated scaffold protein A-like","LOC111135591","cvn:111135591"
"34581","XM_022485802.1",NA,NA,NA,"UV-stimulated scaffold protein A-like","LOC111135591","cvn:111135591"
"34582","XM_022485803.1",NA,NA,NA,"serine incorporator 3-like","LOC111135589","cvn:111135589"
"34583","XM_022485804.1",NA,NA,NA,"uncharacterized","LOC111135592","cvn:111135592"
"34584","XM_022485805.1",NA,NA,NA,"monocarboxylate transporter 13-like","LOC111135593","cvn:111135593"
"34585","XM_022485806.1",NA,NA,NA,"monocarboxylate transporter 13-like","LOC111135593","cvn:111135593"
"34586","XM_022485807.1",NA,NA,NA,"monocarboxylate transporter 13-like","LOC111135593","cvn:111135593"
"34587","XM_022485808.1",NA,NA,NA,"G protein-coupled receptor kinase 5-like","LOC111135594","cvn:111135594"
"34588","XM_022485809.1",NA,NA,NA,"monocarboxylate transporter 13-like","LOC111135595","cvn:111135595"
"34589","XM_022485810.1",NA,NA,NA,"monocarboxylate transporter 13-like","LOC111135595","cvn:111135595"
"34590","XM_022485811.1",NA,NA,NA,"monocarboxylate transporter 13-like","LOC111135595","cvn:111135595"
"34591","XM_022485812.1",NA,NA,NA,"monocarboxylate transporter 13-like","LOC111135595","cvn:111135595"
"34592","XM_022485813.1",NA,NA,NA,"serine incorporator 3-like","LOC111135589","cvn:111135589"
"34593","XM_022485814.1",NA,NA,NA,"monocarboxylate transporter 2-like","LOC111135596","cvn:111135596"
"34594","XM_022485815.1",NA,NA,NA,"octopamine receptor 2-like","LOC111135597","cvn:111135597"
"34595","XM_022485816.1",NA,NA,NA,"octopamine receptor 2-like","LOC111135597","cvn:111135597"
"34596","XM_022485817.1",NA,NA,NA,"probable cytochrome P450 49a1","LOC111135598","cvn:111135598"
"34597","XM_022485818.1",NA,NA,NA,"probable cytochrome P450 49a1","LOC111135598","cvn:111135598"
"34598","XM_022485819.1",NA,NA,NA,"probable cytochrome P450 49a1","LOC111135598","cvn:111135598"
"34599","XM_022485820.1",NA,NA,NA,"uncharacterized","LOC111135599","cvn:111135599"
"34600","XM_022485821.1",NA,NA,NA,"serine incorporator 3-like","LOC111135589","cvn:111135589"
"34601","XM_022485823.1",NA,NA,NA,"vacuolar protein sorting-associated protein 4-like","LOC111135601","cvn:111135601"
"34602","XM_022485824.1",NA,NA,NA,"demethylmenaquinone methyltransferase-like","LOC111135602","cvn:111135602"
"34603","XM_022485825.1",NA,NA,NA,"demethylmenaquinone methyltransferase-like","LOC111135602","cvn:111135602"
"34604","XM_022485826.1",NA,NA,NA,"demethylmenaquinone methyltransferase-like","LOC111135602","cvn:111135602"
"34605","XM_022485827.1",NA,NA,NA,"demethylmenaquinone methyltransferase-like","LOC111135603","cvn:111135603"
"34606","XM_022485828.1",NA,NA,NA,"demethylmenaquinone methyltransferase-like","LOC111135603","cvn:111135603"
"34607","XM_022485829.1",NA,NA,NA,"uncharacterized","LOC111135604","cvn:111135604"
"34608","XM_022485833.1",NA,NA,NA,"uncharacterized","LOC111135605","cvn:111135605"
"34609","XM_022485836.1",NA,NA,NA,"alpha-2A adrenergic receptor-like","LOC111135610","cvn:111135610"
"34610","XM_022485839.1",NA,NA,NA,"uncharacterized","LOC111135614","cvn:111135614"
"34611","XM_022485840.1",NA,NA,NA,"anamorsin homolog","LOC111135616","cvn:111135616"
"34612","XM_022485841.1",NA,NA,NA,"anamorsin homolog","LOC111135616","cvn:111135616"
"34613","XM_022485846.1",NA,NA,NA,"serine/threonine-protein kinase TAO1-like","LOC111135618","cvn:111135618"
"34614","XM_022485847.1",NA,NA,NA,"ubiquitin carboxyl-terminal hydrolase 10-like","LOC111135619","cvn:111135619"
"34615","XM_022485848.1",NA,NA,NA,"kelch-like protein 9","LOC111135620","cvn:111135620"
"34616","XM_022485849.1",NA,NA,NA,"kelch-like protein 9","LOC111135620","cvn:111135620"
"34617","XM_022485850.1",NA,NA,NA,"kelch-like protein 9","LOC111135620","cvn:111135620"
"34618","XM_022485851.1",NA,NA,NA,"rotatin-like","LOC111135621","cvn:111135621"
"34619","XM_022485852.1",NA,NA,NA,"rotatin-like","LOC111135621","cvn:111135621"
"34620","XM_022485853.1",NA,NA,NA,"glycine cleavage system H protein-like","LOC111135623","cvn:111135623"
"34621","XM_022485854.1",NA,NA,NA,"uncharacterized","LOC111135624","cvn:111135624"
"34622","XM_022485855.1",NA,NA,NA,"uncharacterized","LOC111135625","cvn:111135625"
"34623","XM_022485856.1",NA,NA,NA,"uncharacterized","LOC111135622","cvn:111135622"
"34624","XM_022485857.1",NA,NA,NA,"protein Wnt-11b-2-like","LOC111135626","cvn:111135626"
"34625","XM_022485858.1",NA,NA,NA,"uncharacterized","LOC111135628","cvn:111135628"
"34626","XM_022485859.1",NA,NA,NA,"putative protein lysine methyltransferase SET5","LOC111135629","cvn:111135629"
"34627","XM_022485860.1",NA,NA,NA,"cartilage matrix protein-like","LOC111135630","cvn:111135630"
"34628","XM_022485861.1",NA,NA,NA,"cartilage matrix protein-like","LOC111135630","cvn:111135630"
"34629","XM_022485867.1",NA,NA,NA,"clathrin light chain B-like","LOC111135567","cvn:111135567"
"34630","XM_022485876.1",NA,NA,NA,"E3 ubiquitin-protein ligase RNF31-like","LOC111135635","cvn:111135635"
"34631","XM_022485879.1",NA,NA,NA,"RILP-like protein 1","LOC111135637","cvn:111135637"
"34632","XM_022485880.1",NA,NA,NA,"RILP-like protein 1","LOC111135637","cvn:111135637"
"34633","XM_022485881.1",NA,NA,NA,"RILP-like protein 1","LOC111135637","cvn:111135637"
"34634","XM_022485882.1",NA,NA,NA,"RILP-like protein 1","LOC111135637","cvn:111135637"
"34635","XM_022485883.1",NA,NA,NA,"RILP-like protein 1","LOC111135637","cvn:111135637"
"34636","XM_022485884.1",NA,NA,NA,"RILP-like protein 1","LOC111135637","cvn:111135637"
"34637","XM_022485885.1",NA,NA,NA,"RILP-like protein 1","LOC111135637","cvn:111135637"
"34638","XM_022485886.1",NA,NA,NA,"RILP-like protein 1","LOC111135637","cvn:111135637"
"34639","XM_022485887.1",NA,NA,NA,"RILP-like protein 1","LOC111135637","cvn:111135637"
"34640","XM_022485888.1",NA,NA,NA,"RILP-like protein 1","LOC111135637","cvn:111135637"
"34641","XM_022485889.1",NA,NA,NA,"splicing factor 3A subunit 1-like","LOC111135640","cvn:111135640"
"34642","XM_022485890.1",NA,NA,NA,"zinc finger protein 236-like","LOC111135641","cvn:111135641"
"34643","XM_022485892.1",NA,NA,NA,"zinc finger protein 236-like","LOC111135641","cvn:111135641"
"34644","XM_022485893.1",NA,NA,NA,"zinc finger protein 236-like","LOC111135641","cvn:111135641"
"34645","XM_022485894.1",NA,NA,NA,"zinc finger protein 236-like","LOC111135641","cvn:111135641"
"34646","XM_022485895.1",NA,NA,NA,"zinc finger protein 83-like","LOC111135642","cvn:111135642"
"34647","XM_022485896.1",NA,NA,NA,"zinc finger protein 83-like","LOC111135642","cvn:111135642"
"34648","XM_022485897.1",NA,NA,NA,"zinc finger protein 83-like","LOC111135642","cvn:111135642"
"34649","XM_022485898.1",NA,NA,NA,"zinc finger protein 83-like","LOC111135642","cvn:111135642"
"34650","XM_022485899.1",NA,NA,NA,"zinc finger protein 83-like","LOC111135642","cvn:111135642"
"34651","XM_022485900.1",NA,NA,NA,"zinc finger protein 83-like","LOC111135642","cvn:111135642"
"34652","XM_022485901.1",NA,NA,NA,"zinc finger protein 83-like","LOC111135642","cvn:111135642"
"34653","XM_022485902.1",NA,NA,NA,"zinc finger protein 83-like","LOC111135642","cvn:111135642"
"34654","XM_022485903.1",NA,NA,NA,"zinc finger protein 83-like","LOC111135642","cvn:111135642"
"34655","XM_022485904.1",NA,NA,NA,"zinc finger protein 83-like","LOC111135642","cvn:111135642"
"34656","XM_022485905.1",NA,NA,NA,"zinc finger protein 83-like","LOC111135642","cvn:111135642"
"34657","XM_022485908.1",NA,NA,NA,"ankyrin repeat domain-containing protein 46-like","LOC111135645","cvn:111135645"
"34658","XM_022485909.1",NA,NA,NA,"uncharacterized","LOC111135647","cvn:111135647"
"34659","XM_022485910.1",NA,NA,NA,"uncharacterized","LOC111135647","cvn:111135647"
"34660","XM_022485911.1",NA,NA,NA,"uncharacterized","LOC111135647","cvn:111135647"
"34661","XM_022485912.1",NA,NA,NA,"uncharacterized","LOC111135647","cvn:111135647"
"34662","XM_022485913.1",NA,NA,NA,"uncharacterized","LOC111135648","cvn:111135648"
"34663","XM_022485914.1",NA,NA,NA,"tigger transposable element-derived protein 4-like","LOC111135649","cvn:111135649"
"34664","XM_022485915.1",NA,NA,NA,"uncharacterized","LOC111135651","cvn:111135651"
"34665","XM_022485916.1",NA,NA,NA,"E3 SUMO-protein ligase nse2-like","LOC111135650","cvn:111135650"
"34666","XM_022485918.1",NA,NA,NA,"MMS19 nucleotide excision repair protein homolog","LOC111135654","cvn:111135654"
"34667","XM_022485919.1",NA,NA,NA,"MMS19 nucleotide excision repair protein homolog","LOC111135654","cvn:111135654"
"34668","XM_022485920.1",NA,NA,NA,"MMS19 nucleotide excision repair protein homolog","LOC111135654","cvn:111135654"
"34669","XM_022485921.1",NA,NA,NA,"MMS19 nucleotide excision repair protein homolog","LOC111135655","cvn:111135655"
"34670","XM_022485922.1",NA,NA,NA,"MMS19 nucleotide excision repair protein homolog","LOC111135656","cvn:111135656"
"34671","XM_022485923.1",NA,NA,NA,"MMS19 nucleotide excision repair protein homolog","LOC111135656","cvn:111135656"
"34672","XM_022485924.1",NA,NA,NA,"MMS19 nucleotide excision repair protein homolog","LOC111135657","cvn:111135657"
"34673","XM_022485925.1",NA,NA,NA,"uncharacterized","LOC111135659","cvn:111135659"
"34674","XM_022485926.1",NA,NA,NA,"tripartite motif-containing protein 45-like","LOC111135660","cvn:111135660"
"34675","XM_022485927.1",NA,NA,NA,"tripartite motif-containing protein 2-like","LOC111135661","cvn:111135661"
"34676","XM_022485928.1",NA,NA,NA,"myosin regulatory light chain 12B-like","LOC111135658","cvn:111135658"
"34677","XM_022485929.1",NA,NA,NA,"tripartite motif-containing protein 2-like","LOC111135662","cvn:111135662"
"34678","XM_022485930.1",NA,NA,NA,"tripartite motif-containing protein 45-like","LOC111135663","cvn:111135663"
"34679","XM_022485931.1",NA,NA,NA,"uncharacterized","LOC111135664","cvn:111135664"
"34680","XM_022485932.1",NA,NA,NA,"uncharacterized","LOC111135665","cvn:111135665"
"34681","XM_022485933.1",NA,NA,NA,"tripartite motif-containing protein 45-like","LOC111135666","cvn:111135666"
"34682","XM_022485934.1",NA,NA,NA,"tripartite motif-containing protein 45-like","LOC111135666","cvn:111135666"
"34683","XM_022485935.1",NA,NA,NA,"tripartite motif-containing protein 45-like","LOC111135666","cvn:111135666"
"34684","XM_022485940.1",NA,NA,NA,"F-box/WD repeat-containing protein 8-like","LOC111135671","cvn:111135671"
"34685","XM_022485945.1",NA,NA,NA,"uroporphyrinogen-III synthase-like","LOC111135676","cvn:111135676"
"34686","XM_022485946.1",NA,NA,NA,"uroporphyrinogen-III synthase-like","LOC111135676","cvn:111135676"
"34687","XM_022485948.1",NA,NA,NA,"uroporphyrinogen-III synthase-like","LOC111135676","cvn:111135676"
"34688","XM_022485949.1",NA,NA,NA,"beta-arrestin-1-like","LOC111135677","cvn:111135677"
"34689","XM_022485950.1",NA,NA,NA,"beta-arrestin-1-like","LOC111135677","cvn:111135677"
"34690","XM_022485951.1",NA,NA,NA,"beta-arrestin-1-like","LOC111135677","cvn:111135677"
"34691","XM_022485955.1",NA,NA,NA,"importin subunit alpha-4-like","LOC111135682","cvn:111135682"
"34692","XM_022485956.1",NA,NA,NA,"importin subunit alpha-4-like","LOC111135682","cvn:111135682"
"34693","XM_022485960.1",NA,NA,NA,"ran-specific GTPase-activating protein-like","LOC111135686","cvn:111135686"
"34694","XM_022485970.1",NA,NA,NA,"tripartite motif-containing protein 45-like","LOC111135693","cvn:111135693"
"34695","XM_022485972.1",NA,NA,NA,"tripartite motif-containing protein 45-like","LOC111135693","cvn:111135693"
"34696","XM_022485973.1",NA,NA,NA,"tripartite motif-containing protein 45-like","LOC111135693","cvn:111135693"
"34697","XM_022485974.1",NA,NA,NA,"tripartite motif-containing protein 45-like","LOC111135693","cvn:111135693"
"34698","XM_022485975.1",NA,NA,NA,"tripartite motif-containing protein 45-like","LOC111135693","cvn:111135693"
"34699","XM_022485976.1",NA,NA,NA,"pre-mRNA 3' end processing protein WDR33-like","LOC111135694","cvn:111135694"
"34700","XM_022485977.1",NA,NA,NA,"TNF receptor-associated factor 4-like","LOC111135695","cvn:111135695"
"34701","XM_022485978.1",NA,NA,NA,"TNF receptor-associated factor 4-like","LOC111135695","cvn:111135695"
"34702","XM_022485979.1",NA,NA,NA,"TNF receptor-associated factor 4-like","LOC111135695","cvn:111135695"
"34703","XM_022485980.1",NA,NA,NA,"TNF receptor-associated factor 4-like","LOC111135695","cvn:111135695"
"34704","XM_022485981.1",NA,NA,NA,"TNF receptor-associated factor 4-like","LOC111135695","cvn:111135695"
"34705","XM_022485982.1",NA,NA,NA,"TNF receptor-associated factor 4-like","LOC111135695","cvn:111135695"
"34706","XM_022485983.1",NA,NA,NA,"splicing factor, suppressor of white-apricot homolog","LOC111135697","cvn:111135697"
"34707","XM_022485984.1",NA,NA,NA,"biogenesis of lysosome-related organelles complex 1 subunit 5-like","LOC111135696","cvn:111135696"
"34708","XM_022485985.1",NA,NA,NA,"attractin-like protein 1","LOC111135699","cvn:111135699"
"34709","XM_022485986.1",NA,NA,NA,"attractin-like protein 1","LOC111135699","cvn:111135699"
"34710","XM_022485987.1",NA,NA,NA,"hexokinase-2-like","LOC111135700","cvn:111135700"
"34711","XM_022485989.1",NA,NA,NA,"eukaryotic translation initiation factor 2-alpha kinase 3-like","LOC111135701","cvn:111135701"
"34712","XM_022485990.1",NA,NA,NA,"eukaryotic translation initiation factor 2-alpha kinase 3-like","LOC111135701","cvn:111135701"
"34713","XM_022485991.1",NA,NA,NA,"homocysteine S-methyltransferase YbgG-like","LOC111135702","cvn:111135702"
"34714","XM_022485994.1",NA,NA,NA,"homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein","LOC111135705","cvn:111135705"
"34715","XM_022485995.1",NA,NA,NA,"homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein","LOC111135705","cvn:111135705"
"34716","XM_022485996.1",NA,NA,NA,"homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein","LOC111135705","cvn:111135705"
"34717","XM_022485997.1",NA,NA,NA,"centromere protein V-like","LOC111135704","cvn:111135704"
"34718","XM_022485998.1",NA,NA,NA,"E3 ubiquitin-protein ligase rififylin-like","LOC111135706","cvn:111135706"
"34719","XM_022485999.1",NA,NA,NA,"E3 ubiquitin-protein ligase rififylin-like","LOC111135706","cvn:111135706"
"34720","XM_022486001.1",NA,NA,NA,"uncharacterized","LOC111135708","cvn:111135708"
"34721","XM_022486002.1",NA,NA,NA,"uncharacterized","LOC111135709","cvn:111135709"
"34722","XM_022486003.1",NA,NA,NA,"uncharacterized","LOC111135709","cvn:111135709"
"34723","XM_022486004.1",NA,NA,NA,"uncharacterized","LOC111135709","cvn:111135709"
"34724","XM_022486005.1",NA,NA,NA,"uncharacterized","LOC111135710","cvn:111135710"
"34725","XM_022486006.1",NA,NA,NA,"centromere protein V-like","LOC111135704","cvn:111135704"
"34726","XM_022486007.1",NA,NA,NA,"uncharacterized","LOC111135710","cvn:111135710"
"34727","XM_022486008.1",NA,NA,NA,"steroid 17-alpha-hydroxylase/17,20 lyase-like","LOC111135711","cvn:111135711"
"34728","XM_022486009.1",NA,NA,NA,"steroid 17-alpha-hydroxylase/17,20 lyase-like","LOC111135711","cvn:111135711"
"34729","XM_022486017.1",NA,NA,NA,"src kinase-associated phosphoprotein 2-B-like","LOC111135718","cvn:111135718"
"34730","XM_022486019.1",NA,NA,NA,"ras-like GTP-binding protein rhoA","LOC111135719","cvn:111135719"
"34731","XM_022486020.1",NA,NA,NA,"inositol 1,4,5-trisphosphate receptor type 2-like","LOC111135721","cvn:111135721"
"34732","XM_022486021.1",NA,NA,NA,"inositol 1,4,5-trisphosphate receptor type 2-like","LOC111135721","cvn:111135721"
"34733","XM_022486022.1",NA,NA,NA,"inositol 1,4,5-trisphosphate receptor type 2-like","LOC111135721","cvn:111135721"
"34734","XM_022486023.1",NA,NA,NA,"inositol 1,4,5-trisphosphate receptor type 2-like","LOC111135721","cvn:111135721"
"34735","XM_022486024.1",NA,NA,NA,"inositol 1,4,5-trisphosphate receptor type 2-like","LOC111135721","cvn:111135721"
"34736","XM_022486025.1",NA,NA,NA,"inositol 1,4,5-trisphosphate receptor type 2-like","LOC111135721","cvn:111135721"
"34737","XM_022486026.1",NA,NA,NA,"inositol 1,4,5-trisphosphate receptor type 2-like","LOC111135721","cvn:111135721"
"34738","XM_022486027.1",NA,NA,NA,"DNA-directed RNA polymerase II subunit RPB2-like","LOC111135723","cvn:111135723"
"34739","XM_022486029.1",NA,NA,NA,"low-density lipoprotein receptor-related protein 12-like","LOC111135725","cvn:111135725"
"34740","XM_022486032.1",NA,NA,NA,"GATOR complex protein WDR24-like","LOC111135727","cvn:111135727"
"34741","XM_022486033.1",NA,NA,NA,"GATOR complex protein WDR24-like","LOC111135727","cvn:111135727"
"34742","XM_022486034.1",NA,NA,NA,"GATOR complex protein WDR24-like","LOC111135727","cvn:111135727"
"34743","XM_022486035.1",NA,NA,NA,"GATOR complex protein WDR24-like","LOC111135727","cvn:111135727"
"34744","XM_022486036.1",NA,NA,NA,"GATOR complex protein WDR24-like","LOC111135727","cvn:111135727"
"34745","XM_022486037.1",NA,NA,NA,"E3 ubiquitin-protein ligase MSL2-like","LOC111135728","cvn:111135728"
"34746","XM_022486038.1",NA,NA,NA,"uncharacterized","LOC111135729","cvn:111135729"
"34747","XM_022486039.1",NA,NA,NA,"uncharacterized","LOC111135729","cvn:111135729"
"34748","XM_022486040.1",NA,NA,NA,"uncharacterized","LOC111135729","cvn:111135729"
"34749","XM_022486041.1",NA,NA,NA,"trifunctional purine biosynthetic protein adenosine-3-like","LOC111135731","cvn:111135731"
