"","Cvirginica_TranscriptID","moduleColor","Airradians_TranscriptID","Protein_name","Cvirginica_ProteinID","Cvirginica_GeneID","Cvirginica_KEGGID"
"937","XM_022467126.1","purple","rna-XM_069268516.1","prolyl-tRNA synthetase associated domain-containing protein 1-like","prolyl-tRNA synthetase associated domain-containing protein 1-like","LOC111124271","cvn:111124271"
"938","XM_022467126.1","purple","rna-XM_069253984.1","prolyl-tRNA synthetase associated domain-containing protein 1-like","prolyl-tRNA synthetase associated domain-containing protein 1-like","LOC111124271","cvn:111124271"
"939","XM_022467842.1","purple","rna-XM_069251694.1","CD63 antigen-like","CD63 antigen-like","LOC111124716","cvn:111124716"
"940","XM_022468568.1","purple","rna-XM_069275233.1","alpha-N-acetylgalactosaminidase-like","alpha-N-acetylgalactosaminidase-like","LOC111125097","cvn:111125097"
"941","XM_022468640.1","purple","rna-XR_011209187.1","mothers against decapentaplegic homolog 5-like","mothers against decapentaplegic homolog 5-like","LOC111125137","cvn:111125137"
"942","XM_022468752.1","purple","rna-XM_069263885.1","syntaxin-binding protein 1-like","syntaxin-binding protein 1-like","LOC111125205","cvn:111125205"
"943","XM_022468913.1","purple","rna-XM_069251526.1","protein transport protein Sec61 subunit beta-like","protein transport protein Sec61 subunit beta-like","LOC111125296","cvn:111125296"
"944","XM_022469418.1","purple","rna-XM_069265380.1","spliceosome RNA helicase DDX39B","spliceosome RNA helicase DDX39B","LOC111125507","cvn:111125507"
"945","XM_022470458.1","purple","rna-XM_069274345.1","N-acetylserotonin O-methyltransferase-like protein","N-acetylserotonin O-methyltransferase-like protein","LOC111126067","cvn:111126067"
"946","XM_022471316.1","purple","rna-XM_069274299.1","uncharacterized","uncharacterized","LOC111126576","cvn:111126576"
"947","XM_022471316.1","purple","rna-XM_069274299.1","uncharacterized","uncharacterized","LOC111126576","cvn:111126576"
"948","XM_022471844.1","purple","rna-XM_069273128.1","ETS translocation variant 5-like","ETS translocation variant 5-like","LOC111126911","cvn:111126911"
"949","XM_022472128.1","purple","rna-XM_069275887.1","dihydropyrimidinase-like","dihydropyrimidinase-like","LOC111127104","cvn:111127104"
"950","XM_022472278.1","purple","rna-XM_069264920.1","NADPH-dependent diflavin oxidoreductase 1-like","NADPH-dependent diflavin oxidoreductase 1-like","LOC111127200","cvn:111127200"
"951","XM_022472459.1","purple","rna-XM_069275318.1","protein YIPF6-like","protein YIPF6-like","LOC111127329","cvn:111127329"
"952","XM_022472653.1","purple","rna-XM_069275211.1","ubiquitin carboxyl-terminal hydrolase-like","ubiquitin carboxyl-terminal hydrolase-like","LOC111127468","cvn:111127468"
"953","XM_022473311.1","purple","rna-XM_069262128.1","serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform-like","serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform-like","LOC111127981","cvn:111127981"
"954","XM_022473802.1","purple","rna-XM_069280299.1","serine/threonine-protein kinase RIO2-like","serine/threonine-protein kinase RIO2-like","LOC111128265","cvn:111128265"
"955","XM_022474605.1","purple","rna-XM_069260050.1","striatin-3-like","striatin-3-like","LOC111128768","cvn:111128768"
"956","XM_022474661.1","purple","rna-XM_069281494.1","FERM domain-containing protein 5-like","FERM domain-containing protein 5-like","LOC111128800","cvn:111128800"
"957","XM_022474808.1","purple","rna-XM_069261417.1","extracellular tyrosine-protein kinase PKDCC-like","extracellular tyrosine-protein kinase PKDCC-like","LOC111128878","cvn:111128878"
"958","XM_022475776.1","purple","rna-XM_069259914.1","homeobox protein six1-like","homeobox protein six1-like","LOC111129405","cvn:111129405"
"959","XM_022476128.1","purple","rna-XM_069261281.1","inversin-B-like","inversin-B-like","LOC111129666","cvn:111129666"
"960","XM_022476155.1","purple","rna-XM_069262478.1","usherin-like","usherin-like","LOC111129694","cvn:111129694"
"961","XM_022476562.1","purple","rna-XM_069261635.1","kinesin-like protein KIF28P","kinesin-like protein KIF28P","LOC111129985","cvn:111129985"
"962","XM_022476778.1","purple","rna-XM_069260988.1","syntaxin-5-like","syntaxin-5-like","LOC111130083","cvn:111130083"
"963","XM_022477049.1","purple","rna-XM_069282623.1","IQ domain-containing protein H-like","IQ domain-containing protein H-like","LOC111130250","cvn:111130250"
"964","XM_022477747.1","purple","rna-XM_069260563.1","cyclin-dependent kinase-like 1","cyclin-dependent kinase-like 1","LOC111130582","cvn:111130582"
"965","XM_022478941.1","purple","rna-XM_069260840.1","alpha-1A adrenergic receptor-like","alpha-1A adrenergic receptor-like","LOC111131422","cvn:111131422"
"966","XM_022479034.1","purple","rna-XM_069260782.1","barrier-to-autointegration factor-like","barrier-to-autointegration factor-like","LOC111131486","cvn:111131486"
"967","XM_022479144.1","purple","rna-XM_069262047.1","rRNA-processing protein FCF1 homolog","rRNA-processing protein FCF1 homolog","LOC111131548","cvn:111131548"
"968","XM_022480291.1","purple","rna-XM_069262996.1","protein deadpan-like","protein deadpan-like","LOC111132480","cvn:111132480"
"969","XM_022481222.1","purple","rna-XM_069279870.1","BTB/POZ domain-containing protein 6-like","BTB/POZ domain-containing protein 6-like","LOC111133125","cvn:111133125"
"970","XM_022481270.1","purple","rna-XM_069264991.1","leucine-rich repeat-containing protein 34-like","leucine-rich repeat-containing protein 34-like","LOC111133152","cvn:111133152"
"971","XM_022481288.1","purple","rna-XM_069272161.1","alpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase-like","alpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase-like","LOC111133165","cvn:111133165"
"972","XM_022481614.1","purple","rna-XM_069280452.1","CUGBP Elav-like family member 2","CUGBP Elav-like family member 2","LOC111133327","cvn:111133327"
"973","XM_022483208.1","purple","rna-XM_069246605.1","sulfotransferase family cytosolic 1B member 1-like","sulfotransferase family cytosolic 1B member 1-like","LOC111134301","cvn:111134301"
"974","XM_022483919.1","purple","rna-XM_069255392.1","peptidyl-prolyl cis-trans isomerase H-like","peptidyl-prolyl cis-trans isomerase H-like","LOC111134667","cvn:111134667"
"975","XM_022484636.1","purple","rna-XM_069284031.1","transforming acidic coiled-coil-containing protein 1-like","transforming acidic coiled-coil-containing protein 1-like","LOC111134993","cvn:111134993"
"976","XM_022484964.1","purple","rna-XM_069280318.1","serine/threonine-protein kinase NLK-like","serine/threonine-protein kinase NLK-like","LOC111135167","cvn:111135167"
"977","XM_022485497.1","purple","rna-XM_069279611.1","RNA-binding protein Musashi homolog Rbp6-like","RNA-binding protein Musashi homolog Rbp6-like","LOC111135433","cvn:111135433"
"978","XM_022485570.1","purple","rna-XM_069262667.1","serine/threonine-protein kinase PINK1, mitochondrial-like","serine/threonine-protein kinase PINK1, mitochondrial-like","LOC111135467","cvn:111135467"
"979","XM_022485700.1","purple","rna-XM_069257279.1","malonyl-CoA-acyl carrier protein transacylase, mitochondrial-like","malonyl-CoA-acyl carrier protein transacylase, mitochondrial-like","LOC111135547","cvn:111135547"
"980","XM_022486314.1","purple","rna-XM_069275733.1","uncharacterized","uncharacterized","LOC111135876","cvn:111135876"
"981","XM_022486367.1","purple","rna-XM_069284517.1","uncharacterized","uncharacterized","LOC111135909","cvn:111135909"
"982","XM_022486468.1","purple","rna-XM_069284755.1","serine/arginine-rich splicing factor 10-like","serine/arginine-rich splicing factor 10-like","LOC111135964","cvn:111135964"
"983","XM_022489295.1","purple","rna-XM_069247333.1","filamin-C-like","filamin-C-like","LOC111137702","cvn:111137702"
"984","XM_022489750.1","purple","rna-XR_011208243.1","F-box/LRR-repeat protein 2-like","F-box/LRR-repeat protein 2-like","LOC111138003","cvn:111138003"
"985","XM_022490183.1","purple","rna-XM_069256820.1","leucine-rich repeat-containing G-protein coupled receptor 4-like","leucine-rich repeat-containing G-protein coupled receptor 4-like","LOC111138304","cvn:111138304"
"986","XM_022430592.1","tan","rna-XM_069278670.1","phosphoenolpyruvate phosphomutase","phosphoenolpyruvate phosphomutase","LOC111099182","cvn:111099182"
"987","XM_022430774.1","tan","rna-XM_069247710.1","disks large homolog 1-like","disks large homolog 1-like","LOC111099483","cvn:111099483"
"988","XM_022431634.1","tan","rna-XM_069275175.1","carbohydrate sulfotransferase 8-like","carbohydrate sulfotransferase 8-like","LOC111100046","cvn:111100046"
"989","XM_022432116.1","tan","rna-XM_069247338.1","X-ray radiation resistance-associated protein 1-like","X-ray radiation resistance-associated protein 1-like","LOC111100349","cvn:111100349"
"990","XM_022432560.1","tan","rna-XM_069248253.1","probable ubiquitin carboxyl-terminal hydrolase FAF-X","probable ubiquitin carboxyl-terminal hydrolase FAF-X","LOC111100561","cvn:111100561"
"991","XM_022432595.1","tan","rna-XM_069278073.1","mannosyl-oligosaccharide 1,2-alpha-mannosidase IA-like","mannosyl-oligosaccharide 1,2-alpha-mannosidase IA-like","LOC111100575","cvn:111100575"
"992","XM_022432737.1","tan","rna-XM_069248721.1","formin-B-like","formin-B-like","LOC111100650","cvn:111100650"
"993","XM_022432881.1","tan","rna-XM_069273776.1","protein quaking-B-like","protein quaking-B-like","LOC111100788","cvn:111100788"
"994","XM_022432881.1","tan","rna-XM_069273776.1","protein quaking-B-like","protein quaking-B-like","LOC111100788","cvn:111100788"
"995","XM_022432918.1","tan","rna-XM_069282919.1","fibronectin type 3 and ankyrin repeat domains 1 protein-like","fibronectin type 3 and ankyrin repeat domains 1 protein-like","LOC111100801","cvn:111100801"
"996","XM_022433010.1","tan","rna-XM_069247646.1","F-box-like/WD repeat-containing protein TBL1XR1","F-box-like/WD repeat-containing protein TBL1XR1","LOC111100874","cvn:111100874"
"997","XM_022433311.1","tan","rna-XM_069276738.1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2-like","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2-like","LOC111101050","cvn:111101050"
"998","XM_022433348.1","tan","rna-XM_069245594.1","mediator of RNA polymerase II transcription subunit 14-like","mediator of RNA polymerase II transcription subunit 14-like","LOC111101069","cvn:111101069"
"999","XM_022433771.1","tan","rna-XM_069279721.1","organic cation transporter protein-like","organic cation transporter protein-like","LOC111101325","cvn:111101325"
"1000","XM_022433786.1","tan","rna-XM_069250488.1","rho GTPase-activating protein 18-like","rho GTPase-activating protein 18-like","LOC111101313","cvn:111101313"
"1001","XM_022433912.1","tan","rna-XM_069245649.1","dynein gamma chain, flagellar outer arm-like","dynein gamma chain, flagellar outer arm-like","LOC111101424","cvn:111101424"
"1002","XM_022433912.1","tan","rna-XM_069279119.1","dynein gamma chain, flagellar outer arm-like","dynein gamma chain, flagellar outer arm-like","LOC111101424","cvn:111101424"
"1003","XM_022434046.1","tan","rna-XM_069271833.1","very low-density lipoprotein receptor-like","very low-density lipoprotein receptor-like","LOC111101522","cvn:111101522"
"1004","XM_022434141.1","tan","rna-XM_069284345.1","putative aminopeptidase W07G4.4","putative aminopeptidase W07G4.4","LOC111101605","cvn:111101605"
"1005","XM_022434379.1","tan","rna-XM_069249542.1","leucine-rich repeat-containing protein 40-like","leucine-rich repeat-containing protein 40-like","LOC111101773","cvn:111101773"
"1006","XM_022434541.1","tan","rna-XM_069283898.1","putative cytochrome P450 120","putative cytochrome P450 120","LOC111101890","cvn:111101890"
"1007","XM_022434906.1","tan","rna-XM_069283781.1","probable tRNA(His) guanylyltransferase","probable tRNA(His) guanylyltransferase","LOC111102241","cvn:111102241"
"1008","XM_022435684.1","tan","rna-XM_069281238.1","uncharacterized","uncharacterized","LOC111102810","cvn:111102810"
"1009","XM_022436509.1","tan","rna-XM_069268436.1","splicing factor, arginine/serine-rich 15-like","splicing factor, arginine/serine-rich 15-like","LOC111103325","cvn:111103325"
"1010","XM_022436637.1","tan","rna-XM_069246898.1","inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2-like","inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2-like","LOC111103393","cvn:111103393"
"1011","XM_022436648.1","tan","rna-XM_069247488.1","dynein heavy chain 5, axonemal-like","dynein heavy chain 5, axonemal-like","LOC111103394","cvn:111103394"
"1012","XM_022436648.1","tan","rna-XM_069268268.1","dynein heavy chain 5, axonemal-like","dynein heavy chain 5, axonemal-like","LOC111103394","cvn:111103394"
"1013","XM_022436648.1","tan","rna-XM_069247514.1","dynein heavy chain 5, axonemal-like","dynein heavy chain 5, axonemal-like","LOC111103394","cvn:111103394"
"1014","XM_022436648.1","tan","rna-XM_069278136.1","dynein heavy chain 5, axonemal-like","dynein heavy chain 5, axonemal-like","LOC111103394","cvn:111103394"
"1015","XM_022436653.1","tan","rna-XM_069271710.1","trithorax group protein osa-like","trithorax group protein osa-like","LOC111103396","cvn:111103396"
"1016","XM_022436901.1","tan","rna-XM_069280877.1","dystrophin-like","dystrophin-like","LOC111103558","cvn:111103558"
"1017","XM_022436904.1","tan","rna-XM_069268171.1","dynein heavy chain 1, axonemal-like","dynein heavy chain 1, axonemal-like","LOC111103560","cvn:111103560"
"1018","XM_022436904.1","tan","rna-XM_069251577.1","dynein heavy chain 1, axonemal-like","dynein heavy chain 1, axonemal-like","LOC111103560","cvn:111103560"
"1019","XM_022437003.1","tan","rna-XM_069285384.1","adenylate kinase 9-like","adenylate kinase 9-like","LOC111103614","cvn:111103614"
"1020","XM_022437337.1","tan","rna-XM_069286098.1","intraflagellar transport protein 88 homolog","intraflagellar transport protein 88 homolog","LOC111103820","cvn:111103820"
"1021","XM_022437623.1","tan","rna-XM_069245319.1","smad nuclear interacting protein 1-like","smad nuclear interacting protein 1-like","LOC111103963","cvn:111103963"
"1022","XM_022437717.1","tan","rna-XM_069277973.1","armadillo repeat-containing protein 2-like","armadillo repeat-containing protein 2-like","LOC111104021","cvn:111104021"
"1023","XM_022437818.1","tan","rna-XM_069245969.1","alcohol dehydrogenase [acceptor]-like","alcohol dehydrogenase [acceptor]-like","LOC111104083","cvn:111104083"
"1024","XM_022438204.1","tan","rna-XM_069249791.1","tyrosine-protein kinase JAK2-like","tyrosine-protein kinase JAK2-like","LOC111104302","cvn:111104302"
"1025","XM_022438662.1","tan","rna-XM_069273729.1","androglobin-like","androglobin-like","LOC111104629","cvn:111104629"
"1026","XM_022439168.1","tan","rna-XM_069273479.1","uncharacterized","uncharacterized","LOC111104991","cvn:111104991"
"1027","XM_022439388.1","tan","rna-XM_069270459.1","cytochrome b-245 heavy chain-like","cytochrome b-245 heavy chain-like","LOC111105222","cvn:111105222"
"1028","XM_022439855.1","tan","rna-XM_069252525.1","glutathione S-transferase P 1-like","glutathione S-transferase P 1-like","LOC111105513","cvn:111105513"
"1029","XM_022439855.1","tan","rna-XM_069252525.1","glutathione S-transferase P 1-like","glutathione S-transferase P 1-like","LOC111105513","cvn:111105513"
"1030","XM_022440316.1","tan","rna-XM_069263259.1","protein HEXIM-like","protein HEXIM-like","LOC111105859","cvn:111105859"
"1031","XM_022440816.1","tan","rna-XM_069244979.1","ADP-ribosylation factor-like protein 6","ADP-ribosylation factor-like protein 6","LOC111106228","cvn:111106228"
"1032","XM_022441916.1","tan","rna-XM_069286653.1","alpha-aminoadipic semialdehyde synthase, mitochondrial-like","alpha-aminoadipic semialdehyde synthase, mitochondrial-like","LOC111106992","cvn:111106992"
"1033","XM_022442511.1","tan","rna-XM_069276325.1","ectoderm-neural cortex protein 1-like","ectoderm-neural cortex protein 1-like","LOC111107346","cvn:111107346"
"1034","XM_022442673.1","tan","rna-XM_069285249.1","protein kinase C delta type-like","protein kinase C delta type-like","LOC111107462","cvn:111107462"
"1035","XM_022442826.1","tan","rna-XM_069286132.1","host cell factor 1-like","host cell factor 1-like","LOC111107565","cvn:111107565"
"1036","XM_022442905.1","tan","rna-XM_069245259.1","uncharacterized","uncharacterized","LOC111107627","cvn:111107627"
"1037","XM_022443229.1","tan","rna-XM_069244883.1","ubiquitin carboxyl-terminal hydrolase 48-like","ubiquitin carboxyl-terminal hydrolase 48-like","LOC111107844","cvn:111107844"
"1038","XM_022444105.1","tan","rna-XM_069244983.1","inner nuclear membrane protein Man1-like","inner nuclear membrane protein Man1-like","LOC111108313","cvn:111108313"
"1039","XM_022444473.1","tan","rna-XM_069254292.1","guanine nucleotide-binding protein G(i) subunit alpha","guanine nucleotide-binding protein G(i) subunit alpha","LOC111108521","cvn:111108521"
"1040","XM_022444663.1","tan","rna-XM_069244978.1","mitogen-activated protein kinase 14A-like","mitogen-activated protein kinase 14A-like","LOC111108651","cvn:111108651"
"1041","XM_022444683.1","tan","rna-XM_069247325.1","kinesin-like protein KIF28P","kinesin-like protein KIF28P","LOC111108659","cvn:111108659"
"1042","XM_022445898.1","tan","rna-XM_069286306.1","nicotinamide phosphoribosyltransferase-like","nicotinamide phosphoribosyltransferase-like","LOC111109680","cvn:111109680"
"1043","XM_022445993.1","tan","rna-XM_069285510.1","constitutive coactivator of PPAR-gamma-like protein 1 homolog","constitutive coactivator of PPAR-gamma-like protein 1 homolog","LOC111109766","cvn:111109766"
"1044","XM_022446077.1","tan","rna-XM_069285112.1","centrosomal protein of 83 kDa-like","centrosomal protein of 83 kDa-like","LOC111109832","cvn:111109832"
"1045","XM_022446262.1","tan","rna-XR_011210361.1","isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial-like","isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial-like","LOC111109973","cvn:111109973"
"1046","XM_022446456.1","tan","rna-XM_069285711.1","glucose-6-phosphate 1-dehydrogenase-like","glucose-6-phosphate 1-dehydrogenase-like","LOC111110098","cvn:111110098"
"1047","XM_022446572.1","tan","rna-XM_069245264.1","ubiquitin carboxyl-terminal hydrolase BAP1-like","ubiquitin carboxyl-terminal hydrolase BAP1-like","LOC111110179","cvn:111110179"
"1048","XM_022447599.1","tan","rna-XM_069261487.1","receptor-type tyrosine-protein phosphatase alpha-like","receptor-type tyrosine-protein phosphatase alpha-like","LOC111110933","cvn:111110933"
"1049","XM_022448076.1","tan","rna-XM_069247256.1","cytochrome P450 3A6-like","cytochrome P450 3A6-like","LOC111111230","cvn:111111230"
"1050","XM_022448510.1","tan","rna-XM_069275994.1","condensin-2 complex subunit H2-like","condensin-2 complex subunit H2-like","LOC111111493","cvn:111111493"
"1051","XM_022448765.1","tan","rna-XM_069255140.1","ankyrin and armadillo repeat-containing protein-like","ankyrin and armadillo repeat-containing protein-like","LOC111111666","cvn:111111666"
"1052","XM_022449310.1","tan","rna-XM_069276373.1","chromodomain-helicase-DNA-binding protein 1-like","chromodomain-helicase-DNA-binding protein 1-like","LOC111112024","cvn:111112024"
"1053","XM_022449708.1","tan","rna-XM_069246343.1","trichohyalin-like","trichohyalin-like","LOC111112296","cvn:111112296"
"1054","XM_022450222.1","tan","rna-XM_069265503.1","tetratricopeptide repeat protein 21B-like","tetratricopeptide repeat protein 21B-like","LOC111112613","cvn:111112613"
"1055","XM_022450872.1","tan","rna-XM_069277902.1","protein PML-like","protein PML-like","LOC111112969","cvn:111112969"
"1056","XM_022450908.1","tan","rna-XM_069255417.1","tubulin alpha-1A chain","tubulin alpha-1A chain","LOC111112993","cvn:111112993"
"1057","XM_022451111.1","tan","rna-XM_069255587.1","vacuolar protein sorting-associated protein 41 homolog","vacuolar protein sorting-associated protein 41 homolog","LOC111113124","cvn:111113124"
"1058","XM_022451446.1","tan","rna-XM_069255730.1","uncharacterized","uncharacterized","LOC111113298","cvn:111113298"
"1059","XM_022451475.1","tan","rna-XM_069245862.1","WD repeat-containing protein 49-like","WD repeat-containing protein 49-like","LOC111113309","cvn:111113309"
"1060","XM_022451594.1","tan","rna-XM_069246371.1","sodium- and chloride-dependent GABA transporter 2-like","sodium- and chloride-dependent GABA transporter 2-like","LOC111113363","cvn:111113363"
"1061","XM_022451929.1","tan","rna-XM_069277629.1","uncharacterized","uncharacterized","LOC111113633","cvn:111113633"
"1062","XM_022452826.1","tan","rna-XM_069254681.1","ras-related protein Rab-18A-like","ras-related protein Rab-18A-like","LOC111114498","cvn:111114498"
"1063","XM_022452952.1","tan","rna-XM_069254965.1","serine/threonine-protein kinase Nek10-like","serine/threonine-protein kinase Nek10-like","LOC111114585","cvn:111114585"
"1064","XM_022453482.1","tan","rna-XM_069255813.1","ceramide synthase 2-like","ceramide synthase 2-like","LOC111114931","cvn:111114931"
"1065","XM_022453887.1","tan","rna-XM_069277648.1","protein lin-9 homolog","protein lin-9 homolog","LOC111115224","cvn:111115224"
"1066","XM_022453995.1","tan","rna-XM_069276355.1","zinc finger protein 76-like","zinc finger protein 76-like","LOC111115300","cvn:111115300"
"1067","XM_022454258.1","tan","rna-XM_069258919.1","multidrug resistance-associated protein 1-like","multidrug resistance-associated protein 1-like","LOC111115500","cvn:111115500"
"1068","XM_022455698.1","tan","rna-XM_069245701.1","glutamyl aminopeptidase-like","glutamyl aminopeptidase-like","LOC111116710","cvn:111116710"
"1069","XM_022456084.1","tan","rna-XM_069246613.1","mothers against decapentaplegic homolog 4-like","mothers against decapentaplegic homolog 4-like","LOC111117024","cvn:111117024"
"1070","XM_022457016.1","tan","rna-XM_069271923.1","thimet oligopeptidase-like","thimet oligopeptidase-like","LOC111117774","cvn:111117774"
"1071","XM_022457278.1","tan","rna-XM_069268853.1","E3 ubiquitin-protein ligase RBBP6-like","E3 ubiquitin-protein ligase RBBP6-like","LOC111118011","cvn:111118011"
"1072","XM_022457281.1","tan","rna-XM_069271803.1","calcium homeostasis endoplasmic reticulum protein-like","calcium homeostasis endoplasmic reticulum protein-like","LOC111118013","cvn:111118013"
"1073","XM_022457464.1","tan","rna-XM_069268120.1","fas-binding factor 1-like","fas-binding factor 1-like","LOC111118143","cvn:111118143"
"1074","XM_022457999.1","tan","rna-XM_069267819.1","paired box protein Pax-2-B-like","paired box protein Pax-2-B-like","LOC111118493","cvn:111118493"
"1075","XM_022458131.1","tan","rna-XM_069269064.1","protein pangolin, isoforms A/H/I/S-like","protein pangolin, isoforms A/H/I/S-like","LOC111118586","cvn:111118586"
"1076","XM_022458418.1","tan","rna-XM_069267553.1","BTB/POZ domain-containing protein 17-like","BTB/POZ domain-containing protein 17-like","LOC111118791","cvn:111118791"
"1077","XM_022458480.1","tan","rna-XM_069271627.1","zinc finger protein GLIS3-like","zinc finger protein GLIS3-like","LOC111118832","cvn:111118832"
"1078","XM_022458689.1","tan","rna-XM_069263862.1","uncharacterized","uncharacterized","LOC111118939","cvn:111118939"
"1079","XM_022458798.1","tan","rna-XM_069269742.1","sperm flagellar protein 2-like","sperm flagellar protein 2-like","LOC111119016","cvn:111119016"
"1080","XM_022458926.1","tan","rna-XM_069264326.1","alternative oxidase, mitochondrial-like","alternative oxidase, mitochondrial-like","LOC111119097","cvn:111119097"
"1081","XM_022458983.1","tan","rna-XM_069267486.1","uncharacterized","uncharacterized","LOC111119126","cvn:111119126"
"1082","XM_022459099.1","tan","rna-XM_069267840.1","uncharacterized protein DDB_G0283357-like","uncharacterized protein DDB_G0283357-like","LOC111119194","cvn:111119194"
"1083","XM_022459227.1","tan","rna-XM_069271252.1","tyrosine-protein kinase Src42A-like","tyrosine-protein kinase Src42A-like","LOC111119239","cvn:111119239"
"1084","XM_022459241.1","tan","rna-XM_069271789.1","stathmin-like","stathmin-like","LOC111119250","cvn:111119250"
"1085","XM_022459387.1","tan","rna-XM_069275758.1","uncharacterized","uncharacterized","LOC111119322","cvn:111119322"
"1086","XM_022459545.1","tan","rna-XM_069271867.1","protein phosphatase 1 regulatory subunit 42-like","protein phosphatase 1 regulatory subunit 42-like","LOC111119405","cvn:111119405"
"1087","XM_022459685.1","tan","rna-XM_069268862.1","ATPase family AAA domain-containing protein 5-like","ATPase family AAA domain-containing protein 5-like","LOC111119485","cvn:111119485"
"1088","XM_022459754.1","tan","rna-XM_069270551.1","uncharacterized","uncharacterized","LOC111119530","cvn:111119530"
"1089","XM_022460046.1","tan","rna-XM_069271746.1","Niemann-Pick C1 protein-like","Niemann-Pick C1 protein-like","LOC111119644","cvn:111119644"
"1090","XM_022460050.1","tan","rna-XM_069267621.1","annexin A4-like","annexin A4-like","LOC111119648","cvn:111119648"
"1091","XM_022460126.1","tan","rna-XM_069267369.1","serine/threonine-protein kinase LMTK2-like","serine/threonine-protein kinase LMTK2-like","LOC111119696","cvn:111119696"
"1092","XM_022460386.1","tan","rna-XM_069266681.1","E3 ubiquitin-protein ligase RBBP6-like","E3 ubiquitin-protein ligase RBBP6-like","LOC111119854","cvn:111119854"
"1093","XM_022460396.1","tan","rna-XM_069267074.1","mucin-17-like","mucin-17-like","LOC111119859","cvn:111119859"
"1094","XM_022460530.1","tan","rna-XM_069271571.1","WD repeat-containing protein 78-like","WD repeat-containing protein 78-like","LOC111119946","cvn:111119946"
"1095","XM_022460580.1","tan","rna-XM_069267266.1","cAMP-dependent protein kinase regulatory subunit-like","cAMP-dependent protein kinase regulatory subunit-like","LOC111119982","cvn:111119982"
"1096","XM_022460585.1","tan","rna-XM_069268035.1","follistatin-related protein 5-like","follistatin-related protein 5-like","LOC111119988","cvn:111119988"
"1097","XM_022460650.1","tan","rna-XM_069271529.1","AP-3 complex subunit delta-1-like","AP-3 complex subunit delta-1-like","LOC111120022","cvn:111120022"
"1098","XM_022460758.1","tan","rna-XM_069266589.1","protein NDNF-like","protein NDNF-like","LOC111120089","cvn:111120089"
"1099","XM_022461212.1","tan","rna-XM_069267687.1","prolyl 4-hydroxylase subunit alpha-1-like","prolyl 4-hydroxylase subunit alpha-1-like","LOC111120480","cvn:111120480"
"1100","XM_022461238.1","tan","rna-XR_011208485.1","intraflagellar transport protein 140 homolog","intraflagellar transport protein 140 homolog","LOC111120496","cvn:111120496"
"1101","XM_022461238.1","tan","rna-XM_069266904.1","intraflagellar transport protein 140 homolog","intraflagellar transport protein 140 homolog","LOC111120496","cvn:111120496"
"1102","XM_022461364.1","tan","rna-XM_069269444.1","annexin A7-like","annexin A7-like","LOC111120559","cvn:111120559"
"1103","XM_022461367.1","tan","rna-XM_069270659.1","WD repeat-containing protein 63-like","WD repeat-containing protein 63-like","LOC111120563","cvn:111120563"
"1104","XM_022461371.1","tan","rna-XM_069267421.1","piwi-like protein 1","piwi-like protein 1","LOC111120566","cvn:111120566"
"1105","XM_022461638.1","tan","rna-XM_069270851.1","intraflagellar transport protein 172 homolog","intraflagellar transport protein 172 homolog","LOC111120713","cvn:111120713"
"1106","XM_022461838.1","tan","rna-XM_069271408.1","protein wntless homolog","protein wntless homolog","LOC111120842","cvn:111120842"
"1107","XM_022461854.1","tan","rna-XM_069270140.1","HBS1-like protein","HBS1-like protein","LOC111120855","cvn:111120855"
"1108","XM_022461909.1","tan","rna-XM_069271078.1","replication protein A 32 kDa subunit-like","replication protein A 32 kDa subunit-like","LOC111120888","cvn:111120888"
"1109","XM_022462021.1","tan","rna-XM_069269757.1","structural maintenance of chromosomes protein 2-like","structural maintenance of chromosomes protein 2-like","LOC111120956","cvn:111120956"
"1110","XM_022462030.1","tan","rna-XM_069267971.1","methyltransferase-like protein 12, mitochondrial","methyltransferase-like protein 12, mitochondrial","LOC111120964","cvn:111120964"
"1111","XM_022462049.1","tan","rna-XM_069269924.1","serine/threonine-protein kinase ICK-like","serine/threonine-protein kinase ICK-like","LOC111120974","cvn:111120974"
"1112","XM_022462400.1","tan","rna-XM_069267105.1","annexin A4-like","annexin A4-like","LOC111121229","cvn:111121229"
"1113","XM_022462933.1","tan","rna-XM_069268803.1","nuclear factor NF-kappa-B p105 subunit-like","nuclear factor NF-kappa-B p105 subunit-like","LOC111121590","cvn:111121590"
"1114","XM_022462999.1","tan","rna-XM_069271520.1","uncharacterized","uncharacterized","LOC111121641","cvn:111121641"
"1115","XM_022463004.1","tan","rna-XM_069271850.1","DNA ligase 4-like","DNA ligase 4-like","LOC111121647","cvn:111121647"
"1116","XM_022463022.1","tan","rna-XM_069247352.1","conserved oligomeric Golgi complex subunit 3-like","conserved oligomeric Golgi complex subunit 3-like","LOC111121659","cvn:111121659"
